	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298303_2 - Adapter 1	0.855105580197436	1.0505670314329605	0.77967707546397	0.8729076974887818	1.472416649221331	2.395441761402423	1.8702442931517822	3.6726372506189016	20.984274898078045	65.1048951048951	212.4299065420561	599.2592592592592	2618.571428571429	2375.714285714286	1641.4285714285716	2031.4285714285716	2191.4285714285716	1152.857142857143	1442.857142857143	1270.0	640.0	1227.142857142857	1980.0000000000002	2034.2857142857144	1052.857142857143	3101.4285714285716	1584.2857142857144	1580.0	1292.857142857143	2160.0	342.8571428571429	728.5714285714287	507.14285714285717	537.1428571428572	651.4285714285714	662.8571428571429	778.5714285714287	748.5714285714287	827.1428571428572	708.5714285714287	1175.7142857142858	1575.7142857142858	574.2857142857143	1047.142857142857	1108.5714285714287	671.4285714285714	700.0	554.2857142857143	610.0	978.5714285714287	1200.0	460.00000000000006	367.14285714285717	591.4285714285714	711.4285714285714	584.2857142857143	782.8571428571429	1511.4285714285716	1021.4285714285714	1411.4285714285716	1624.2857142857144	2872.857142857143	8308.57142857143	12905.714285714286	16071.428571428572	5677.142857142858	975.7142857142858	302.8571428571429	164.2857142857143	84.28571428571429	65.71428571428572	98.57142857142858	78.57142857142857	64.28571428571429	45.714285714285715	64.28571428571429	78.57142857142857	77.14285714285715	51.42857142857143	45.714285714285715	51.42857142857143	51.42857142857143	71.42857142857143	45.714285714285715	45.714285714285715	35.714285714285715	35.714285714285715	35.714285714285715	52.85714285714286	35.714285714285715	60.00000000000001	48.57142857142858	17.142857142857142	18.571428571428573	40.0	28.571428571428573	141.42857142857144	18.571428571428573	10.0	18.571428571428573
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298304_1 - Adapter 1	0.9241356966490945	1.0558154567368592	0.8149865073376055	0.9063411209906764	1.7443032506569711	2.3658329373479057	3.382098836539569	9.440092165898617	36.60829493087557	125.35055350553505	388.0882352941177	1401.764705882353	4860.0	4282.5	4450.0	3942.5	4002.5	4282.5	2787.5	2680.0	2730.0	2470.0	2457.5	2097.5	2015.0	1957.5	2050.0	2005.0	2087.5	1972.5	1635.0	1215.0	1592.5	1397.5	1605.0	1470.0	1637.5	1665.0	2330.0	2545.0	2830.0	1790.0	902.5	612.5	1147.5	1665.0	1242.5	1170.0	1212.5	1167.5	1592.5	1605.0	1885.0	1085.0	920.0	1527.5	1560.0	1642.5	2005.0	1482.5	1602.5	2510.0	4107.5	4495.0	2430.0	3102.5	3652.5	5570.0	10355.0	14242.5	8012.5	7670.0	3645.0	1672.5	582.5	287.5	247.5	210.0	107.5	95.0	97.5	160.0	65.0	82.5	65.0	90.0	92.5	55.0	45.0	52.5	90.0	67.5	40.0	50.0	40.0	57.5	150.0	22.5	20.0	62.5
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298304_2 - Adapter 1	0.8973470984209766	1.0275330634350874	0.7632522603640611	0.8772903992224342	1.649699413225818	2.291531671634484	3.5698652229005874	9.665898617511521	39.89861751152074	136.34686346863467	356.61764705882354	1568.8235294117646	5087.5	6157.5	3747.5	4267.5	5715.0	2475.0	3530.0	3047.5	1102.5	2212.5	2387.5	3725.0	2037.5	2705.0	1780.0	2885.0	1590.0	3932.5	417.5	1260.0	872.5	730.0	1055.0	1117.5	1355.0	1445.0	1315.0	1277.5	1820.0	3075.0	887.5	1555.0	2162.5	1090.0	1195.0	890.0	982.5	1760.0	2125.0	705.0	662.5	1167.5	1437.5	982.5	1282.5	2590.0	1885.0	2150.0	2767.5	4590.0	12985.0	17587.5	19752.5	7975.0	1410.0	490.0	267.5	90.0	120.0	145.0	100.0	130.0	110.0	95.0	160.0	110.0	105.0	77.5	77.5	165.0	85.0	80.0	60.0	62.5	85.0	62.5	52.5	75.0	77.5	77.5	47.5	22.5	45.0	40.0	140.0	27.5	12.5	10.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298305_1 - Adapter 1	0.8853371306727839	1.07223794523976	0.811184264912771	0.915932821667997	1.9445791064428286	2.56730067151048	3.591400938427655	10.013407393219689	37.724137931034484	134.4478527607362	411.82926829268297	1457.5	4956.0	4370.0	4524.0	4024.0	4212.0	4136.0	2696.0	2820.0	2518.0	2530.0	2210.0	2060.0	2056.0	2000.0	2148.0	2046.0	2028.0	2150.0	1398.0	1710.0	1352.0	1602.0	1342.0	1698.0	1760.0	2186.0	2190.0	2288.0	2942.0	1980.0	1276.0	982.0	1492.0	2228.0	1250.0	1240.0	1368.0	1214.0	1768.0	2002.0	2090.0	1182.0	964.0	1606.0	1812.0	1822.0	2084.0	1474.0	1718.0	2914.0	4618.0	4478.0	2426.0	3022.0	4326.0	7180.0	13520.0	15294.0	9208.0	8090.0	3848.0	1806.0	600.0	274.0	278.0	224.0	162.0	110.0	104.0	326.0	160.0	146.0	84.0	110.0	170.0	104.0	100.0	70.0	100.0	188.0	44.0	46.0	98.0	82.0	286.0	46.0	72.0	198.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298305_2 - Adapter 1	0.8544602909151822	1.0437845515180693	0.7590476863785427	0.8725866530608275	1.8377771792800073	2.5246878852806343	3.647419323949057	10.473089446466194	41.29501915708812	151.3803680981595	405.00000000000006	1631.0	5284.0	6214.0	3596.0	4312.0	5732.0	2360.0	3386.0	2974.0	1018.0	2192.0	2736.0	3740.0	2080.0	3180.0	1992.0	3066.0	1474.0	4134.0	460.0	1332.0	866.0	724.0	1212.0	992.0	1274.0	1438.0	1484.0	1370.0	1976.0	3280.0	940.0	1726.0	2218.0	1186.0	1038.0	906.0	1082.0	1842.0	2312.0	870.0	638.0	1154.0	1394.0	976.0	1382.0	2418.0	1804.0	2022.0	2726.0	4736.0	12264.0	17058.0	19746.0	8110.0	1402.0	448.0	206.0	128.0	110.0	134.0	84.0	124.0	102.0	94.0	152.0	110.0	104.0	86.0	80.0	290.0	148.0	102.0	46.0	98.0	184.0	88.0	100.0	74.0	84.0	174.0	32.0	42.0	46.0	62.0	258.0	30.0	26.0	28.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298306_1 - Adapter 1	0.8957744648669904	1.084574084286775	0.8023194425791489	0.8847896794638792	1.7601952748099037	2.1457213925944285	2.0781106153955102	4.00084973799745	19.325779036827196	64.96598639455782	207.72727272727272	590.0	1928.5714285714287	1927.1428571428573	1904.2857142857144	1562.857142857143	1750.0	1728.5714285714287	1218.5714285714287	1282.857142857143	1211.4285714285716	1218.5714285714287	1207.142857142857	1177.142857142857	1204.2857142857144	1050.0	1200.0	1165.7142857142858	1175.7142857142858	1198.5714285714287	770.0	982.8571428571429	857.1428571428572	1128.5714285714287	1090.0	1001.4285714285714	844.2857142857143	1247.142857142857	1364.2857142857144	1350.0	1380.0	1135.7142857142858	928.5714285714287	721.4285714285714	1118.5714285714287	1522.857142857143	1028.5714285714287	911.4285714285714	925.7142857142858	861.4285714285714	1251.4285714285716	1370.0	1444.2857142857144	851.4285714285714	785.7142857142858	1162.857142857143	1218.5714285714287	1322.857142857143	1444.2857142857144	1048.5714285714287	1130.0	1717.1428571428573	2985.714285714286	3310.0	1722.857142857143	2312.857142857143	2465.714285714286	3852.857142857143	6857.142857142858	10720.0	5877.142857142858	5780.0	3055.714285714286	1297.1428571428573	394.28571428571433	150.0	181.42857142857144	112.85714285714286	82.85714285714286	61.42857142857143	64.28571428571429	98.57142857142858	110.0	67.14285714285715	41.42857142857143	75.71428571428572	105.71428571428572	58.57142857142858	80.0	45.714285714285715	64.28571428571429	88.57142857142858	42.85714285714286	35.714285714285715	48.57142857142858	37.142857142857146	248.57142857142858	40.0	18.571428571428573	20.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298306_2 - Adapter 1	0.8689685838404239	1.0569354765705306	0.7534785898725216	0.8485739719380826	1.6647044764492915	2.066673158123025	2.1096239643084767	4.1198130576405605	20.623229461756374	72.53968253968253	188.27272727272728	665.7142857142858	2115.714285714286	2774.2857142857147	1518.5714285714287	1754.2857142857144	2487.1428571428573	1015.7142857142858	1580.0	1345.7142857142858	465.7142857142857	1094.2857142857144	1231.4285714285716	2245.714285714286	1191.4285714285716	1410.0	1060.0	1678.5714285714287	858.5714285714287	2550.0	281.42857142857144	780.0	612.8571428571429	568.5714285714286	785.7142857142858	705.7142857142858	794.2857142857143	845.7142857142858	1017.1428571428572	975.7142857142858	1300.0	2260.0	572.8571428571429	1142.857142857143	1670.0	907.1428571428572	855.7142857142858	671.4285714285714	751.4285714285714	1281.4285714285716	1647.1428571428573	641.4285714285714	515.7142857142858	815.7142857142858	1055.7142857142858	754.2857142857143	992.8571428571429	2014.2857142857144	1347.1428571428573	1584.2857142857144	2024.2857142857144	3524.2857142857147	9614.285714285716	13045.714285714286	14938.57142857143	6131.428571428572	1061.4285714285716	417.14285714285717	194.2857142857143	110.0	97.14285714285715	122.85714285714286	117.14285714285715	101.42857142857143	81.42857142857143	61.42857142857143	130.0	74.28571428571429	72.85714285714286	78.57142857142857	50.0	110.0	95.71428571428572	65.71428571428572	70.0	62.85714285714286	125.71428571428572	72.85714285714286	67.14285714285715	67.14285714285715	71.42857142857143	85.71428571428572	38.57142857142858	27.142857142857146	60.00000000000001	47.142857142857146	237.14285714285717	37.142857142857146	25.714285714285715	25.714285714285715
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298307_1 - Adapter 1	0.9398970025326499	1.034655278603285	0.8529373393306668	0.9473004586951945	1.3711339289155877	1.8424954041392398	2.637696285402533	5.647058823529412	25.018982536066822	81.00303951367782	290.7317073170732	847.6190476190476	2822.0	2858.0	2726.0	2648.0	2826.0	2820.0	1804.0	1866.0	1986.0	1920.0	1650.0	1654.0	1632.0	1510.0	1526.0	1688.0	1838.0	1768.0	1450.0	1376.0	1294.0	1740.0	1456.0	1066.0	1446.0	1668.0	1410.0	2306.0	2422.0	1354.0	1130.0	600.0	1212.0	1718.0	1058.0	922.0	1044.0	964.0	1454.0	1700.0	1704.0	894.0	652.0	1106.0	1450.0	1472.0	1658.0	1236.0	1434.0	2020.0	3340.0	2914.0	1538.0	1808.0	2362.0	3722.0	7086.0	10168.0	5884.0	4044.0	2346.0	1370.0	444.0	238.0	312.0	188.0	164.0	110.0	156.0	452.0	220.0	182.0	70.0	132.0	392.0	152.0	108.0	90.0	170.0	224.0	54.0	44.0	100.0	50.0	386.0	44.0	78.0	84.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298307_2 - Adapter 1	0.9117227705515835	1.0088884231270048	0.801795567824326	0.9043885892528339	1.3077112384770253	1.852458044238866	2.7491816499833956	5.944971537001898	26.80334092634776	88.93617021276596	274.63414634146346	952.3809523809523	3128.0	4140.0	2446.0	2584.0	3830.0	1684.0	2388.0	2078.0	814.0	1756.0	1730.0	2856.0	1462.0	1926.0	1310.0	2296.0	1210.0	3174.0	390.0	976.0	742.0	662.0	942.0	780.0	980.0	1148.0	1228.0	1124.0	1544.0	2682.0	832.0	1258.0	1914.0	1004.0	890.0	704.0	734.0	1462.0	1832.0	650.0	504.0	990.0	1126.0	730.0	1066.0	1970.0	1462.0	1708.0	2040.0	3774.0	9632.0	12694.0	13430.0	5262.0	1014.0	448.0	176.0	120.0	96.0	146.0	124.0	190.0	124.0	150.0	272.0	132.0	128.0	104.0	152.0	424.0	274.0	184.0	56.0	114.0	388.0	178.0	82.0	84.0	208.0	218.0	60.0	38.0	112.0	42.0	314.0	26.0	52.0	40.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298308_1 - Adapter 1	0.9222549375675245	1.025787106940504	0.8852114198398441	0.9231300479484535	1.4410881363331853	1.6907536205702585	1.8427074551366978	2.923892100192678	16.396917148362235	57.76061776061776	242.15384615384616	605.625	2035.0	1962.5	1857.5	1777.5	1840.0	2140.0	1522.5	1595.0	1615.0	1822.5	1490.0	1685.0	1540.0	1445.0	1610.0	1820.0	1695.0	1792.5	1365.0	1597.5	1617.5	1882.5	2252.5	1605.0	1905.0	2257.5	2110.0	2120.0	2860.0	2170.0	1785.0	1172.5	1795.0	3007.5	2092.5	1795.0	1575.0	1565.0	3212.5	2197.5	2415.0	1952.5	1540.0	2532.5	2295.0	3080.0	2987.5	2287.5	2435.0	4142.5	6177.5	7465.0	4210.0	5025.0	5395.0	7792.5	14142.5	22560.0	15702.5	17707.5	11747.5	8045.0	2027.5	535.0	447.5	202.5	207.5	100.0	187.5	362.5	227.5	202.5	87.5	100.0	165.0	210.0	97.5	145.0	297.5	352.5	80.0	90.0	200.0	92.5	537.5	60.0	77.5	60.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298308_2 - Adapter 1	0.8901198487591718	0.9877834265964721	0.8187789283720747	0.8621312598324439	1.3593047850599544	1.7082166621503627	1.9962664097314224	3.569364161849711	19.13294797687861	66.48648648648648	237.3846153846154	710.0	2497.5	2862.5	1687.5	2097.5	2690.0	1525.0	1950.0	1692.5	970.0	1755.0	1672.5	2940.0	1625.0	1750.0	1665.0	2307.5	1430.0	3410.0	567.5	1472.5	1182.5	1155.0	1665.0	1227.5	1657.5	1957.5	2082.5	1835.0	2420.0	4087.5	1425.0	2015.0	2927.5	2117.5	1952.5	1517.5	1367.5	2305.0	3872.5	1487.5	1085.0	2167.5	2140.0	1950.0	2180.0	4295.0	3162.5	3317.5	4107.5	7495.0	16692.5	25692.5	44922.5	26282.5	4587.5	1475.0	642.5	257.5	155.0	167.5	102.5	172.5	115.0	75.0	182.5	147.5	117.5	80.0	180.0	310.0	172.5	215.0	70.0	130.0	160.0	152.5	100.0	152.5	290.0	355.0	75.0	97.5	152.5	115.0	485.0	52.5	80.0	47.5
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298309_1 - Adapter 1	0.9141013014131277	1.0342228508225446	0.8593678543004228	0.888665813600878	1.417244580352755	1.8871770975915194	1.9903308480894688	3.445945945945946	19.12395153774464	61.75373134328358	218.50746268656715	671.1764705882354	2310.0	2197.5	2287.5	1965.0	2297.5	2390.0	1595.0	1947.5	1745.0	1947.5	1850.0	1765.0	1917.5	1622.5	1785.0	1862.5	2210.0	2112.5	1697.5	1877.5	1755.0	2220.0	2245.0	2110.0	1580.0	2220.0	2462.5	2667.5	3260.0	2182.5	2310.0	1515.0	1742.5	2327.5	2295.0	2337.5	1592.5	1660.0	2840.0	1487.5	2237.5	3205.0	2625.0	1875.0	1807.5	2972.5	2417.5	2517.5	3137.5	2845.0	2857.5	4180.0	6175.0	7980.0	4265.0	4352.5	5917.5	8605.0	12997.5	21915.0	16755.0	17732.5	11740.0	7152.5	1712.5	525.0	352.5	145.0	167.5	372.5	192.5	137.5	115.0	130.0	162.5	145.0	115.0	157.5	225.0	385.0	95.0	47.5	395.0	127.5	547.5	50.0	85.0	160.0
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRX298309_2 - Adapter 1	0.8897793322774289	1.010089300620204	0.807207802461181	0.8572674106419654	1.363002602886838	1.9211055130034658	2.148182665424045	3.809412861136999	21.95712954333644	73.61940298507463	227.01492537313433	818.2352941176471	3067.5	3507.5	2142.5	2440.0	3215.0	1980.0	2197.5	2250.0	1117.5	1930.0	2240.0	3312.5	2027.5	2585.0	1920.0	2725.0	2010.0	4110.0	710.0	1652.5	1377.5	1375.0	1717.5	1455.0	1635.0	2032.5	2340.0	1900.0	2590.0	4005.0	1550.0	2427.5	2980.0	2285.0	2125.0	1675.0	1625.0	2240.0	3945.0	1515.0	1265.0	2310.0	2120.0	1810.0	2275.0	4142.5	2975.0	3417.5	4125.0	6937.5	16737.5	25875.0	45242.5	26507.5	4142.5	1540.0	595.0	220.0	155.0	217.5	137.5	180.0	235.0	147.5	255.0	160.0	155.0	90.0	185.0	360.0	232.5	150.0	152.5	135.0	202.5	160.0	132.5	127.5	240.0	370.0	67.5	120.0	370.0	165.0	462.5	42.5	85.0	57.5

